principal,total_owing_at_issue,employee_count,total_recovered_on_time,total_recovered_15_dpd,cash_yield_15_dpd,total_paid,payment_count,paid_late
0.023779724655819776,0.02451864998284887,5e-08,0.02573192620783651,0.02573192620783651,0.5788157814500884,0.02573192620783651,0.01904761904761905,0
0.026282853566958697,0.027091318548567507,5e-08,0.02830139496086215,0.02830139496086215,0.5801878163302641,0.02830139496086215,0.01904761904761905,0
0.023779724655819776,0.061833537504685517,5e-08,0.06175339222807275,0.06295135267655999,0.5938147592986864,0.0,0.0,0
0.01543596161869003,0.015242129125590967,5e-08,0.016466943225912162,0.016466943225912162,0.5713763034331362,0.016466943225912162,0.009523809523809525,0
0.01710471422611598,0.016890128409717972,5e-08,0.01811289277495178,0.01811289277495178,0.5720165863772181,0.01811289277495178,0.009523809523809525,0
0.018940342094284524,0.018814037076255386,5e-08,0.020034408538083998,0.020034408538083998,0.5731751936093664,0.020034408538083998,0.009523809523809525,0
0.02095953274926992,0.02081251584614696,5e-08,0.014895471032032712,0.022030401656376382,0.5739679248734679,0.022067640333956463,0.01904761904761905,1
0.023178973717146435,0.02433968173479888,5e-08,0.025553180555452117,0.025553180555452117,0.5802792853222757,0.025553180555452117,0.01904761904761905,0
0.02562369628702545,0.026181563287646713,5e-08,0.027392771227908157,0.027392771227908157,0.5788767607780962,0.027392771227908157,0.08571428571428572,0
0.027951606174384646,0.028552892574309104,5e-08,0.029761151122001357,0.029761151122001357,0.5800658576742485,0.029761151122001357,0.04761904761904762,0
0.031205673758865245,0.03187871918390479,5e-08,0.033082841162144654,0.033082841162144654,0.581773278858467,0.033082841162144654,0.028571428571428574,0
0.03451814768460576,0.061833537504685517,5e-08,0.06175339222807275,0.06295135267655999,0.5938147592986864,0.0,0.0,0
0.03451814768460576,0.03524928785551296,5e-08,0.03644921761538405,0.03644921761538405,0.5834502103786816,0.03644921761538405,0.05714285714285715,0
0.03796412181894034,0.03876899673382947,5e-08,0.039964548778943766,0.039964548778943766,0.5852491005549119,0.039964548778943766,0.0761904761904762,0
0.04130162703379224,0.04217685045711473,5e-08,0.04336816390976324,0.04336816390976324,0.5869870114031344,0.04336816390976324,0.04761904761904762,0
0.04630788485607008,0.04728490253687491,5e-08,0.04846986273823444,0.04846986273823444,0.589578632843466,0.04846986273823444,0.04761904761904762,0
0.05047976637463496,0.05190079193449762,5e-08,0.05308001102264857,0.05308001102264857,0.5932069028599305,0.05308001102264857,0.0380952380952381,0
0.05548602419691281,0.05703867205559946,5e-08,0.05821150079318384,0.05821150079318384,0.5959204829562779,0.05821150079318384,0.04761904761904762,0
0.05965790571547768,0.06131153897779302,5e-08,0.06247905324386121,0.06247905324386121,0.5981462284285627,0.06247905324386121,0.04761904761904762,0
0.06299541093032957,0.06473430672174912,5e-08,0.06589756384571271,0.06589756384571271,0.5999451186047929,0.06589756384571271,0.01904761904761905,0
0.06466416353775552,0.061833537504685517,5e-08,0.06175339222807275,0.06295135267655999,0.5938147592986864,0.0,0.0,0
0.06466416353775552,0.06644941909889487,5e-08,0.06761054301439648,0.06761054301439648,0.60085980852491,0.06761054301439648,0.06666666666666668,0
0.0654985398414685,0.06729951827713233,5e-08,0.06845958486322234,0.06845958486322234,0.6012866638209646,0.06845958486322234,0.0380952380952381,0
0.06716729244889444,0.06901463065427808,5e-08,0.07017256403190611,0.07017256403190611,0.6022013537410817,0.07017256403190611,0.06666666666666668,0
0.06716729244889444,0.06913394281964474,5e-08,0.07029172780016237,0.07029172780016237,0.6026891883651442,0.07029172780016237,0.04761904761904762,0
0.06967042136003336,0.07170661138536338,5e-08,0.07286119655318801,0.07286119655318801,0.6040612232453199,0.07286119655318801,0.028571428571428574,0
0.07551105548602419,0.0777020476950381,5e-08,0.07884917590806516,0.07884917590806516,0.6072321483017257,0.07884917590806516,0.04761904761904762,0
0.08385481852315393,0.08627760958076688,5e-08,0.08741407175148397,0.08741407175148397,0.6118055979023111,0.08741407175148397,0.04761904761904762,0
0.09375052148518981,0.09644151466793933,5e-08,0.09756533525981426,0.09756533525981426,0.6172022684310019,0.09756533525981426,0.0380952380952381,0
0.10304547350855235,0.10882760883506584,5e-08,0.10993602395191743,0.10993602395191743,0.6338801146411366,0.10993602395191743,0.0380952380952381,0
0.11138923654568209,0.11762688103085711,5e-08,0.11872435186081673,0.11872435186081673,0.6393682541618391,0.11872435186081673,0.009523809523809525,0
0.03212348769294952,0.03310166887891306,0.0004977644518683494,0.034304269786771334,0.034304269786771334,0.5834197207146777,0.034304269786771334,0.0380952380952381,0
0.020442219440967878,0.061833537504685517,5e-08,0.06175339222807275,0.06295135267655999,0.5938147592986864,0.0,0.0,0
